Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description
playstation-5-slim-disc-1tb-ssd-call-of-duty-black-ops-6-bundle-with-two-controllers-white-and-midnight-black-dualsense-and-mytrix-dual-controller-charger---ps5-slim-disc-edition,"PlayStation 5 Slim Disc 1TB SSD Call of Duty Black Ops 6 Bundle with Two Controllers, White and Midnight Black DualSense and Mytrix Dual Controller Charger - PS5 Slim Disc Edition","PlayStation 5 Slim Disc Call of Duty Black Ops 6 Bundle with Two Controllers White and Midnight Black DualSense and Mytrix Dual Controller Charger Build, battle and create in a fresh new style with the PlayStation 5 console – Call of Duty Black Ops 6 Bundle. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, 3D Audio, and an all-new generation of incredible PlayStation games. The bundle includes two Sony DualSense controllers. Also comes with Mytrix controller charger for charging your two controllers simultaneously. What's in the Box PlayStation 5 Slim Disc Version 1TB SSD* Console x 1 Call of Duty Black Ops 6 Full Game Voucher x 1 Horizontal Stand Feet x 2 PlayStation DualSense Controller White x 1 PlayStation DualSense Controller Midnight Black x 1 DualSense USB Charging Cable x 1 HDMI Cable x 1 AC Power Cord x 1 Mytrix Controller Charger x 1 *A portion of the SSD is reserved for system software and other functions so the available SSD capacity may vary.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,16654501442,4500,shopify,10,deny,manual,704.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/81bf8130-df1e-49a8-bfe0-2208d101b02b.ca520df82abdc62a71a3f5c4035faa50.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"PlayStation 5 Slim Disc 1TB SSD Call of Duty Black Ops 6 Bundle with Two Controllers, White and Midnight Black DualSense and Mytrix Dual Controller Charger - PS5 Slim Disc Edition",FALSE,"PlayStation 5 Slim Disc 1TB SSD Call of Duty Black Ops 6 Bundle with Two Controllers, White and Midnight Black DualSense and Mytrix Dual Controller Charger - PS5 Slim Disc Edition","PlayStation 5 Slim Disc Call of Duty Black Ops 6 Bundle with Two Controllers White and Midnight Black DualSense and Mytrix Dual Controller Charger Build, battle and create in a fresh new style with the PlayStation 5 console – Call of Duty Black Ops 6 Bundle. Experience lightning-fast loading with an ultra-high speed SS"
playstation-5-slim-console-fortnite-cobalt-star-bundle-extra-playstation-5-dualsense-wireless-controller-cosmic-red---includes-ps5-console-2-dualsense-controllers,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Extra PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Console & 2 DualSense Controllers,"Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio2, and an all-new generation of incredible PlayStation games. Upgrade your Fortnite experience with the PS5 console - Fortnite Cobalt Star Bundle. The Bundle includes an Outfit, Back Bling, Pickaxe, Wrap, Drum Instrument, Boost, Wheels, Trail and 1,000 V-Bucks! The future of Fortnite is here. Be the last player standing in Battle Royale and Zero Build, explore and survive in LEGO Fortnite, blast to the finish with Rocket Racing or headline a concert with Fortnite Festival. Find it all in Fortnite!",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14695262573,4500,shopify,10,deny,manual,569.95,649.99,TRUE,TRUE,https://i5.walmartimages.com/asr/57fa2087-a79a-491a-84f7-bb2612c2cb29.8c6725230992f38cfa553c6809ff4a7b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Extra PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Console & 2 DualSense Controllers,FALSE,PlayStation 5 Slim Console Fortnite Cobalt Star Bundle + Extra PlayStation 5 DualSense Wireless Controller Cosmic Red - Includes PS5 Console & 2 DualSense Controllers,"Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio2, and an all-new generation of incredible PlayStation games. Upgrade your Fortnite experience with the PS5 console - Fortnite Cobalt Star Bundle. The Bundle includes an Outf"
sony-playstation-5-core-with-extra-blue-dualsense-controller-and-accessories-kit-ps5-playstation-disc-version,"Sony PlayStation 5 Core with Extra Blue Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)","Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The 825GB SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and adaptive triggers allow immersive gameplay. Discover a deeper gaming experience with the innovative new Sony PlayStation 5 controller. The Dual Sense wireless controller for Sony PlayStation 5 offers immersive haptic feedback, dynamic adaptive triggers, and a built-in microphone, all integrated into an iconic design.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,268374829,4500,shopify,10,deny,manual,649.99,679.99,TRUE,TRUE,https://i5.walmartimages.com/asr/6c6c7c47-d249-40bf-a083-0253b6cfe4bd.67042f46e36ad5d2c9729087f70de53a.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation 5 Core with Extra Blue Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)",FALSE,"Sony PlayStation 5 Core with Extra Blue Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)","Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The 825GB SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and a"
playstation-5-disc-edition-final-fantasy-xvi-bundle-and-mytrix-8k-hdmi-ultra-high-speed-cable---white-ps5-825gb-gaming-console,"PlayStation 5 Disc Edition FINAL FANTASY XVI Bundle and Mytrix 8K HDMI Ultra High Speed Cable - White, PS5 825GB Gaming Console","The Latest PlayStation 5 Disc Version with FINAL FANTASY XVI Full Game Voucher Also comes with Mytrix Ultra High Speed HDMI Cable, supporting your PS5's peak performance Enter the dark fantasy world of Valisthea with the PlayStation 5 Console – FINAL FANTASY XVI Bundle. Experience lightning-fast loading with an ultra-high-speed SSD, deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible PlayStation games. Integrated I/O The custom integration of the console's systems lets creators pull data from the SSD so quickly that they can design games in ways never before possible Stunning games Marvel at incredible graphics and experience new features. Ultra-high speed SSD Maximize your play sessions with near-instant load times for installed games. HDR technology With an HDR TV, supported games display an unbelievably vibrant and lifelike range of colors. 8K output Console supports up to 8K output, you can play games on your 4320p resolution display. 4K TV gaming Play your favorite games on your stunning 4K TV. Up to 120 fps with 120Hz output Enjoy smooth and fluid high frame rate gameplay at up to 120 fps for compatible games, with support for 120Hz output on 4K displays. Tempest 3D AudioTech Immerse yourself in soundscapes where it feels as if the sound comes from every direction. Through your headphones or TV speakers, your surroundings truly come alive with Tempest 3D AudioTech in supported games. Haptic feedback Experience a haptic feedback via the wireless controller in select titles, and feel the effects and impact of your in-game actions through the dynamic sensory feedback. Adaptive triggers Get to grips with immersive adaptive triggers, featuring dynamic resistance levels which simulate the physical impact of in-game activities in select games. * JP Version Hardware Region Free Console. * PS operating system is stored on the internal storage drive, a portion of the storage capacity is reserved for the OS and system files.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,1747092049,4500,shopify,10,deny,manual,654.99,694.99,TRUE,TRUE,https://i5.walmartimages.com/asr/5cef2d8f-c9a2-4f48-99ea-ceade54deba7.d07f670598d365e0615bfabc8cf647b0.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"PlayStation 5 Disc Edition FINAL FANTASY XVI Bundle and Mytrix 8K HDMI Ultra High Speed Cable - White, PS5 825GB Gaming Console",FALSE,"PlayStation 5 Disc Edition FINAL FANTASY XVI Bundle and Mytrix 8K HDMI Ultra High Speed Cable - White, PS5 825GB Gaming Console","The Latest PlayStation 5 Disc Version with FINAL FANTASY XVI Full Game Voucher Also comes with Mytrix Ultra High Speed HDMI Cable, supporting your PS5's peak performance Enter the dark fantasy world of Valisthea with the PlayStation 5 Console – FINAL FANTASY XVI Bundle. Experience lightning-fast loading with an ultra-h"
2024-playstation-ps-5-gaming-holiday-bundle-ps-5disc-console-with-fortnite-cobalt-star-spider-man-2-modern-warfare-iii-horizon-wireless-controller-charging-dock-3pcs-controller-skins,2024 PlayStation PS 5 Gaming Holiday Bundle: PS 5_Disc Console with Fortnite Cobalt Star + Spider-Man 2 + Modern Warfare III + Horizon + Wireless Controller + Charging Dock + 3pcs Controller Skins,"Sony PlayStaton_5 Disc Version Gaming Console Holiday Bundle The PlayStation_PS 5 console unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D audio, and an all-new generation of incredible PlayStation games. WHAT'S INCLUDED: PlayStaton_5 console disc version DualSense wireless controller Horizontal Base, HDMI cable, AC power cord, USB cable, Printed materials Fortnite Cobalt Star bundle voucher Marvel's Spider-Man 2 voucher Horizon Forbidden West voucher Call of Duty: Modern Warfare III voucher Controller charging station 3pcs controller skins Fortnite Cobalt Star pack includes: Cobalt Snowfoot Outfit (with LEGO Style) Sapphire Star Back Bling Indigo Inverter Pickaxe Weathered Snow Stripes Wrap Cobalt Crash Drums Krackle Boost (Gold Painted Style) Discotheque Wheels (Gold Painted Style) Stella Trail (Gold Painted Style) 1,000 V-Bucks",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,14429603460,4500,shopify,10,deny,manual,679.0,719.0,TRUE,TRUE,https://i5.walmartimages.com/asr/18c46121-648d-49f3-a118-66e0cd021a94.e60170be8becb7c4946ed563381ce5f1.png?odnHeight=450&odnWidth=450&odnBg=ffffff,1,2024 PlayStation PS 5 Gaming Holiday Bundle: PS 5_Disc Console with Fortnite Cobalt Star + Spider-Man 2 + Modern Warfare III + Horizon + Wireless Controller + Charging Dock + 3pcs Controller Skins,FALSE,2024 PlayStation PS 5 Gaming Holiday Bundle: PS 5_Disc Console with Fortnite Cobalt Star + Spider-Man 2 + Modern Warfare III + Horizon + Wireless Controller + Charging Dock + 3pcs Controller Skins,"Sony PlayStaton_5 Disc Version Gaming Console Holiday Bundle The PlayStation_PS 5 console unleashes new gaming possibilities that you never anticipated. Experience lightning-fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D audio, and an all-new gene"
sony-playstation-5-console-disc-slim-with-ea-sports-madden-nfl-25---playstation-5,Sony PlayStation 5 Console Disc (Slim) with EA Sports Madden NFL 25 - PlayStation 5,"PlayStation 5 Console (Slim) with EA Sports Madden NFL 25 - PlayStation The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio2, and an all-new generation of incredible PlayStation games. *PS5 console (CFI-2000 model group – slim) 23D audio via built-in TV speakers or analog/USB stereo headphones. Set up and latest system software update required.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,12397255380,4500,shopify,10,deny,manual,568.0,,TRUE,TRUE,https://i5.walmartimages.com/asr/d3990cac-7a76-4af1-8db7-a018a09bf427.96ca783f85292ec73f98463e893585d5.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Console Disc (Slim) with EA Sports Madden NFL 25 - PlayStation 5,FALSE,Sony PlayStation 5 Console Disc (Slim) with EA Sports Madden NFL 25 - PlayStation 5,"PlayStation 5 Console (Slim) with EA Sports Madden NFL 25 - PlayStation The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio2, and an all-new gener"
playstation-5-disc-console---marvels-spider-man-2-bundle,PlayStation 5 Disc Console - Marvel's Spider-Man 2 Bundle,"Experience Marvel’s Spider-Man 2 with PS5 innovations. Feel the force of web-swinging with adaptive triggers, while haptic feedback responds to Peter Parker’s new symbiote abilities and Miles Morales’ evolved bio-electric skills. Play as Peter Parker and Miles Morales as they face the ultimate test to save the city from Venom and the symbiote threat. Swing, jump, and utilize the new Web Wings to travel across Marvel’s New York, quickly switching between Peter Parker and Miles Morales to experience different stories and epic new powers, as the iconic villain Venom threatens to destroy their lives, their city, and the ones they love.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5081658627,4500,shopify,10,deny,manual,617.99,559.99,TRUE,TRUE,https://i5.walmartimages.com/asr/9fc9b318-ba6b-405b-b92c-bf0721b790f2.c760fb26883b8d4b58035c153ae089cb.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Disc Console - Marvel's Spider-Man 2 Bundle,FALSE,PlayStation 5 Disc Console - Marvel's Spider-Man 2 Bundle,"Experience Marvel’s Spider-Man 2 with PS5 innovations. Feel the force of web-swinging with adaptive triggers, while haptic feedback responds to Peter Parker’s new symbiote abilities and Miles Morales’ evolved bio-electric skills. Play as Peter Parker and Miles Morales as they face the ultimate test to save the city fro"
playstationps5-digital-edition-bundle-with-call-of-duty-black-ops-6-model-group-slim,Playstation_PS5 Digital Edition – Bundle with Call of Duty®: Black Ops 6 (model group – slim),"Elevate your gameplay with the _PS5® console – bundled with Call of Duty®: Black Ops 6. Experience ultra-fast loading, incredible 4K visuals, and next-level immersion on the _PS5. Call of Duty®: Black Ops 6 has been fine-tuned for _PS5 to deliver shorter load times*, adaptive triggers, and haptic feedback for a fully engaging experience. *Compared to _PS4. Powered by a high-speed 1TB SSD, the _PS5 offers lightning-quick performance, precise haptic feedback, adaptive triggers, and 3D Audio² to pull you right into the action. This bundle includes the _PS5® console (CFI-2000 Slim model), DualSense™ Wireless Controller, two horizontal stand feet, HDMI cable, AC power cord, USB cable, printed materials, and pre-installed Astro’s Playroom. Vertical stand sold separately. Connect to your PlayStation™Network account and access the PlayStation™Store to purchase and download your games. A PlayStation™Network account is required. Full terms available at playstation.com/PSNTerms. 3D Audio can be experienced through built-in TV speakers or analog/USB stereo headphones. Setup and the latest system software update are required.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18271267380,4500,shopify,10,deny,manual,609.99,649.98,TRUE,TRUE,https://i5.walmartimages.com/asr/66724441-98c4-4ad3-ad86-3e5fb78f0530.b800e95cb42484388a3bad8b489d1547.png?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Playstation_PS5 Digital Edition – Bundle with Call of Duty®: Black Ops 6 (model group – slim),FALSE,Playstation_PS5 Digital Edition – Bundle with Call of Duty®: Black Ops 6 (model group – slim),"Elevate your gameplay with the _PS5® console – bundled with Call of Duty®: Black Ops 6. Experience ultra-fast loading, incredible 4K visuals, and next-level immersion on the _PS5. Call of Duty®: Black Ops 6 has been fine-tuned for _PS5 to deliver shorter load times*, adaptive triggers, and haptic feedback for a fully e"
playstation-5-slim-console-marvels-spider-man-2-bundle-extra-playstation-5-dualsense-wireless-controller-marvels-spider-man-miles-morales-for-playstation-5,PlayStation 5 Slim Console Marvel’s Spider-Man 2 Bundle + Extra PlayStation 5 DualSense Wireless Controller + Marvel's Spider-Man: Miles Morales for PlayStation 5,PlayStation 5 Spider-Man 2 Bundle + Extra PlayStation 5 Dualsense Controller,Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,5132577705,4500,shopify,10,deny,manual,749.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/1af2b516-ce13-4d68-8093-ec070295a703.2987cb1dcb2c401dc8077cbf3af7a92c.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Slim Console Marvel’s Spider-Man 2 Bundle + Extra PlayStation 5 DualSense Wireless Controller + Marvel's Spider-Man: Miles Morales for PlayStation 5,FALSE,PlayStation 5 Slim Console Marvel’s Spider-Man 2 Bundle + Extra PlayStation 5 DualSense Wireless Controller + Marvel's Spider-Man: Miles Morales for PlayStation 5,PlayStation 5 Spider-Man 2 Bundle + Extra PlayStation 5 Dualsense Controller
playstation-5-digital-console-slim---astro-bot-bundle,PlayStation 5 Digital Console Slim - ASTRO BOT Bundle,"Gear up for a supersized space adventure with the PS5® Digital Edition - ASTRO BOT Bundle. This bundle comes with a PS5 Digital Edition console and the award-winning ASTRO BOT game. ASTRO BOT When the PS5® mothership is attacked by ASTRO’s long-standing galactic nemesis, scrambling its wires and scattering the crew throughout space, only ASTRO can make things right! Setting off on his biggest mission yet, he needs your help to rescue the stranded crew and rebuild the mothership. Make the most of ASTRO’s new power-ups, handcrafted to level up your immersion: from springy punches and rockets all the way to a giant sponge! Buckle up for some epic PlayStation® camaraderie, join forces with your favourite PlayStation icons and show the universe that small is mighty in this fresh new ASTRO adventure, exclusive to PS5 consoles! Explore 50+ planets in an all-new adventure - Embark on a galactic quest and explore more than 50 planets in search of ASTRO’s lost crew. An immersive adventure - Feel the world come to life via your DualSense® wireless controller as you dash, swing, and rocket-punch your way through each level, with all-new power-ups. Join the PlayStation celebration! - Reunite with over 150 iconic PlayStation heroes and celebrate 30 years of PlayStation history!",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,15223609143,4500,shopify,10,deny,manual,539.95,509.98,TRUE,TRUE,https://i5.walmartimages.com/asr/a0549be1-b338-42a0-a782-ded56d9ba04c.07912cf9eb10f1bba05b1cc4dcc099ea.png?odnHeight=450&odnWidth=450&odnBg=ffffff,1,PlayStation 5 Digital Console Slim - ASTRO BOT Bundle,FALSE,PlayStation 5 Digital Console Slim - ASTRO BOT Bundle,"Gear up for a supersized space adventure with the PS5® Digital Edition - ASTRO BOT Bundle. This bundle comes with a PS5 Digital Edition console and the award-winning ASTRO BOT game. ASTRO BOT When the PS5® mothership is attacked by ASTRO’s long-standing galactic nemesis, scrambling its wires and scattering the crew thr"
sony-playstation-5-ghost-of-yotei-disc-bundle-extra-controller---glacier-white,Sony PlayStation 5 Ghost of Yotei Disc Bundle + Extra Controller - Glacier White,"Set 300 years after the critically acclaimed Ghost of Tsushima, Ghost of Yōtei is a standalone experience set in 1600s rural Japan. The story follows a haunted, lone mercenary named Atsu. Thirsty for revenge, she travels through the beautiful, rugged landscapes of northern Japan, hunting those who killed her family many years earlier. Slim Design With PS5, players get powerful gaming technology packed inside a sleek and compact console design. 1TB of Storage Keep your favorite games ready and waiting for you to jump in and play with 1TB of SSD storage built in. 4K-TV Gaming Enjoy smooth and fluid high frame rate gameplay at up to 120fps for compatible games, with support for 120Hz output on 4K displays. Backwards Compatibility & Game Boost The PS5 console can play over 4,000 PS4 games. With the Game Boost feature, you can even enjoy faster and smoother frame rates in some of the PS4 console’s greatest games. Included Sony PlayStation 5 Disc Slim Console Ghost of Yōtei full game download 2x Dualsense Controller HDMI cable AC power cord USB cable",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,18628868891,4500,shopify,10,deny,manual,619.99,,TRUE,TRUE,https://i5.walmartimages.com/asr/718af704-ddbc-4b0f-8221-7acb788de2df.3a95b8f695c1622d9485e9d31a39ed47.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,Sony PlayStation 5 Ghost of Yotei Disc Bundle + Extra Controller - Glacier White,FALSE,Sony PlayStation 5 Ghost of Yotei Disc Bundle + Extra Controller - Glacier White,"Set 300 years after the critically acclaimed Ghost of Tsushima, Ghost of Yōtei is a standalone experience set in 1600s rural Japan. The story follows a haunted, lone mercenary named Atsu. Thirsty for revenge, she travels through the beautiful, rugged landscapes of northern Japan, hunting those who killed her family man"
sony-playstation-5-core-with-extra-black-dualsense-controller-and-accessories-kit-ps5-playstation-disc-version,"Sony PlayStation 5 Core with Extra Black Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)","Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The 825GB SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and adaptive triggers allow immersive gameplay. Discover a deeper gaming experience with the innovative new Sony PlayStation 5 controller. The Dual Sense wireless controller for Sony PlayStation 5 offers immersive haptic feedback, dynamic adaptive triggers, and a built-in microphone, all integrated into an iconic design.",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,201381120,4500,shopify,10,deny,manual,629.99,679.99,TRUE,TRUE,https://i5.walmartimages.com/asr/9bd94e29-edd8-44da-bed0-fd3f547038f9.e7d21bfcbafdb6a8c406801fe1fc0b9d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation 5 Core with Extra Black Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)",FALSE,"Sony PlayStation 5 Core with Extra Black Dualsense Controller and Accessories Kit (PS5, PlayStation Disc Version)","Explore uncharted virtual territories and slay dragons with this sleek Sony PlayStation 5 gaming console. The 825GB SSD allows ultra-fast load times, while 3-D audio output produces crisp acoustics. This Sony PlayStation 5 gaming console supports haptic feedback for effortless communication in multiplayer setups, and a"
2022-sony-playstation-ps-5-gaming-holiday-bundleps5disc-console-with-god-of-war-spiderman-miles-morales-the-last-of-us-remastered-wireless-controller-charging-dock-3pcs-controller-skins,2022 Sony PlayStation PS 5 Gaming Holiday Bundle:PS5_Disc Console with God of War & Spiderman Miles Morales & The Last of Us Remastered +Wireless Controller+ Charging Dock + 3pcs Controller Skins,"2022 Newest Sony Playstation_5 Disk Edition console Holiday Bundle with three great games: God of War Ragnarök, Marvel's Spider-Man: Miles Morales, The Last of Us Remastered. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio, and an all-new generation of incredible Playstation games. •Ultra-High Speed SSD - Maximize your play sessions with near instant load times for installed games. •4K-TV Gaming - Play your favorite games on your stunning 4K TV. •Ray Tracing - Immerse yourself in worlds with a new level of realism as rays of light are individually simulated, creating true-to-life shadows and reflections in supported games. •Haptic Feedback - Experience haptic feedback via the DualSense wireless controller in select titles and feel the effects and impact of your in-game actions through dynamic sensory feedback. •Adaptive Triggers - Get to grips with immersive adaptive triggers, featuring dynamic resistance levels which simulate the physical impact of in-game activities in select games. •Tempest 3D AudioTech - Immerse yourself in soundscapes where it feels as if the sound comes from every direction. Through your compatible headphones your surroundings truly come alive with Tempest 3D AudioTech* in supported games. Bundle Items Include 1 x Playstation_5 Console Disk version 1 x God of War Ragnarök Game Voucher 1 x Marvel's Spider-Man: Miles Morales PS5_Disk 1 x The Last of Us Remastered - PlayStation Hits - PlayStation 4- Disk 1 x PS5_DualSense Wireless Controller 1 x Controller Charging station 3 x Controller skins",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,2169413245,4500,shopify,10,deny,manual,799.0,,TRUE,TRUE,https://i5.walmartimages.com/asr/c58079d2-9bd7-4b6d-aad0-614d2d1c7446.61f303115703c602a37507d2d6466b82.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,2022 Sony PlayStation PS 5 Gaming Holiday Bundle:PS5_Disc Console with God of War & Spiderman Miles Morales & The Last of Us Remastered +Wireless Controller+ Charging Dock + 3pcs Controller Skins,FALSE,2022 Sony PlayStation PS 5 Gaming Holiday Bundle:PS5_Disc Console with God of War & Spiderman Miles Morales & The Last of Us Remastered +Wireless Controller+ Charging Dock + 3pcs Controller Skins,"2022 Newest Sony Playstation_5 Disk Edition console Holiday Bundle with three great games: God of War Ragnarök, Marvel's Spider-Man: Miles Morales, The Last of Us Remastered. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers and 3D Audio"
sony-playstation-5-must-play-games-bundle-disc-version-console-with-wireless-controller-with-the-last-of-us-remastered-god-of-war-horizon-zero-dawn,"Sony PlayStation 5 Must-Play Games Bundle: Disc Version Console with Wireless Controller with The Last of Us Remastered, God of War & Horizon Zero Dawn","Sony PlayStation 5 Must-Play Games Bundle: Disc Version Console with Wireless Controller with The Last of Us Remastered, God of War & Horizon Zero Dawn",Sony,Gaming Console,"PlayStation, PS5, Console, Gaming, Walmart",TRUE,Title,Default Title,,,,,588207475,4500,shopify,10,deny,manual,699.99,769.99,TRUE,TRUE,https://i5.walmartimages.com/asr/a3c1cd1d-f512-45cd-9647-c5a9c3328407.30510acc6815d671d7581ca65926c4c1.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff,1,"Sony PlayStation 5 Must-Play Games Bundle: Disc Version Console with Wireless Controller with The Last of Us Remastered, God of War & Horizon Zero Dawn",FALSE,"Sony PlayStation 5 Must-Play Games Bundle: Disc Version Console with Wireless Controller with The Last of Us Remastered, God of War & Horizon Zero Dawn","Sony PlayStation 5 Must-Play Games Bundle: Disc Version Console with Wireless Controller with The Last of Us Remastered, God of War & Horizon Zero Dawn"
